"ranks","gene","z"
0.158064617751869,"AC008119.1",0.159401094809676
0.15801505472148,"SIRT5",0.159350262152857
0.158011428538499,"AF107885.2",0.159346543112181
0.158007011689802,"DAB1",0.159342013164676
0.157996863327206,"ALKAL1",0.159331604965422
0.157985994199564,"CCDC28A",0.15932045758476
0.157981223241786,"PJA1",0.159315564501392
0.157980009520898,"AC130895.1",0.159314319713237
0.157965060905992,"ZSCAN12",0.159298988503046
0.15795076209279,"DNAJC9-AS1",0.159284323795088
0.15794843915094,"CCN1",0.1592819414175
0.157946005368062,"AL139317.3",0.159279445364784
0.157936085163232,"KIFC1",0.159269271365744
0.157922249013154,"POLI",0.159255081292219
0.157918858840842,"OSGEPL1",0.159251604410291
0.157908871740664,"MYBL1",0.159241361894664
0.157891011172366,"GABRB3",0.159223044633232
0.157879081255398,"DAB2",0.159210809728375
0.157870559451342,"ZNF629",0.159202070093652
0.157867018653532,"SNIP1",0.159198438794593
0.157851594465924,"BIVM",0.15918262042004
0.157850154081276,"MAFB",0.159181143228358
0.157843310050159,"CDYL2",0.159174124316915
0.157833246816619,"TMEM165",0.159163803973462
0.157826741101578,"STAG3",0.159157132058983
0.157822853558919,"LHX2",0.159153145209213
0.157787443491853,"C14orf39",0.15911683082445
0.157780733703815,"IRS1",0.159109949725829
0.157765622805453,"AOC3",0.159094453079113
0.157761882938471,"AUH",0.159090617753163
0.157756443510731,"KLF4",0.159085039493967
0.157731683839646,"HSDL1",0.15905964800156
0.157724227710346,"SCYL2",0.159052001645385
0.157723292078838,"TCP11L1",0.159051042144583
0.157682251949532,"TBC1D10A",0.159008955308748
0.157682031487596,"PTPN21",0.159008729225557
0.157668764149709,"RASGRP3",0.158995123631777
0.157665340408688,"SERPINI1",0.158991612610635
0.157636502500139,"THG1L",0.158962039702555
0.157632666082643,"NMNAT2",0.158958105526036
0.157613787131994,"IFT140",0.158938745575845
0.157587218142417,"IL1R1",0.158911499859383
0.157579373917071,"NUDT8",0.158903455882008
0.157569802606412,"AC134772.1",0.15889364086697
0.157564477953231,"EPN2-AS1",0.158888180650798
0.157562308628289,"CCDC148",0.158885956098627
0.157526848785247,"PPFIA3",0.158849593730915
0.157500608346714,"CC2D1A",0.158822685688381
0.157488800611048,"AC245100.1",0.158810577617067
0.157474866073759,"AC011330.2",0.158796288707273
0.157465048835045,"C11orf54",0.158786221842656
0.157448620556262,"AC245140.2",0.158769375908441
0.157429899112214,"RGP1",0.158750178618861
0.157420974248102,"MOCS1",0.15874102695109
0.157417952323176,"MAP1B",0.158737928237286
0.157413416103524,"ENOSF1",0.158733276755317
0.157398175432919,"MIR4713HG",0.158717648879321
0.157388969306669,"FAAH",0.158708208898923
0.157386450324278,"ZC3H11A",0.158705625934193
0.157384111083767,"MCF2L2",0.158703227278682
0.157374225221254,"AL136962.1",0.158693090342479
0.157367412688359,"BEND7",0.15868610480883
0.157341808118112,"DICER1-AS1",0.158659850161073
0.157338958788354,"LINC00963",0.158656928502753
0.15728037961044,"N4BP2",0.158596862922015
0.157258681389854,"AC024588.1",0.158574614413374
0.157256577839034,"CLCN7",0.15857245752273
0.157255268658319,"ZNF432",0.158571115145805
0.157244207084243,"ZSWIM9",0.158559773111809
0.15723844926099,"SOWAHA",0.158553869318233
0.157237150878005,"DERA",0.15855253802061
0.157236809968909,"AC092718.4",0.158552188469396
0.157224273093826,"RFXANK",0.158539333808545
0.157220831460499,"RARA",0.158535804945495
0.157218921746774,"LINC01301",0.15853384683092
0.15719436070708,"ST8SIA4",0.158508663409971
0.157189385852431,"IFT122",0.158503562515875
0.157171641674275,"TMCC1-AS1",0.15848536885022
0.157164433577303,"AL391840.1",0.158477978190714
0.157123672224918,"AC245060.6",0.158436184781282
0.157107100598362,"COX10-AS1",0.158419193726378
0.157103924026108,"LINC01556",0.158415936765349
0.157102483838603,"PEX12",0.158414460132452
0.157092636632607,"BNIP3L",0.158404363751371
0.157087641671816,"DUSP16",0.158399242409633
0.157052852558715,"DMPK",0.158363573301738
0.157048359924839,"CEP97",0.158358967055286
0.157026821295682,"CUX2",0.15833688383617
0.157021292221706,"SGMS1-AS1",0.15833121498793
0.157008695503561,"LMBRD2",0.158318299864088
0.15700222369212,"CARNMT1-AS1",0.158311664485833
0.156985099652704,"HMGCL",0.158294107724754
0.156971929877974,"TMEM200A",0.158280605217817
0.156881828551609,"DXO",0.158188229031217
0.156876150371132,"LNP1",0.158182407578875
0.156865506387237,"TRUB2",0.158171495054597
0.1568538821489,"APAF1",0.158159577587414
0.156850240402967,"XRRA1",0.158155843985276
0.156845288041417,"PKIA-AS1",0.158150766716719
0.156797343697519,"DHRS3",0.158101613552729
0.156791859088168,"SLC1A4",0.158095990708295
0.156777049810349,"Z95115.1",0.158080808224292
0.156774040014056,"CELF5",0.158077722587454
0.156747096449756,"AC097376.3",0.158050100234892
0.15672800134894,"LTBP4",0.158030524216707
0.156720494253697,"SLC8B1",0.158022828085316
0.156707131577504,"C9orf72",0.158009128969536
0.156697500135339,"TRAF3IP2-AS1",0.157999255067629
0.156678970919829,"PRKCZ",0.157980259487778
0.156669984495869,"AL135910.1",0.157971046924011
0.156664288642423,"AC005523.2",0.157965207750434
0.156631908484159,"HAUS7",0.157932013039544
0.156607861080271,"EZH1",0.157907360924492
0.156592999813266,"YPEL1",0.157892126041874
0.156587280009883,"MICA",0.157886262460715
0.156582533118921,"ZBTB46",0.157881396256094
0.156545773397458,"AL513327.1",0.157843712825794
0.156543943218505,"PLAAT1",0.157841836669198
0.156537272974019,"BBOX1",0.15783499886457
0.156536225261535,"EHHADH",0.157833924834312
0.15653052674636,"METTL22",0.157828083182919
0.156521499971722,"OPHN1",0.15781882969417
0.156521346353683,"PDIK1L",0.157818672218133
