"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"4795","GOBP_P_BODY_ASSEMBLY","0.787272727272727","0.904337472746232","0.0522693317499306","0.431584069669555","0.790872245152929","21","c(""CNOT2"", ""ATXN2"", ""DYNC1H1"", ""LSM14A"", ""PAN3"", ""NBDY"", ""EDC3"", ""PATL1"")"
"4796","GOMF_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS","0.787472035794183","0.904377809248199","0.0619762736001998","-0.38448061127181","-0.831190778832469","41","c(""SUCLG1"", ""SAE1"", ""UBA5"", ""ACSL3"", ""ACSL4"")"
"4797","GOBP_PEPTIDYL_LYSINE_DIMETHYLATION","0.788256227758007","0.904712503123797","0.051218434854034","0.420611797545027","0.793234435023474","24","c(""SETBP1"", ""SETD3"", ""SETD2"", ""ASH1L"", ""SMARCB1"", ""PIH1D1"", ""EEF1AKMT2"", ""SETD7"", ""SETD4"")"
"4798","GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY","0.788256227758007","0.904712503123797","0.051218434854034","0.406249095666417","0.794953646710869","29","c(""ACTR2"", ""NCKAP1"", ""ABI2"", ""AUTS2"", ""MTOR"", ""PIK3R1"", ""FSCN1"", ""PLCE1"", ""RAC2"", ""ARPC2"")"
"4799","GOMF_ADP_BINDING","0.788150807899461","0.904712503123797","0.05163559644842","0.391610305108462","0.800001791060278","36","c(""CHORDC1"", ""RUVBL1"", ""PRKAG2"", ""MYO6"", ""P2RY1"", ""PPP5C"", ""MYO9B"", ""LONP1"", ""COQ8A"", ""MYH10"", ""ERN1"", ""PRKAG1"", ""VCP"")"
"4800","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","0.788461538461538","0.904759615384615","0.0653834195468773","-0.36710997524424","-0.836613742086708","58","c(""ANXA1"", ""PRDX2"", ""HMGB1"", ""SFRP1"", ""RUNX1"", ""GLI3"", ""ID2"")"
"4801","GOBP_RNA_SURVEILLANCE","0.788671023965142","0.904780950175694","0.060640400949416","-0.423198338044873","-0.76039214873382","16","c(""DXO"", ""EXOSC3"", ""EXOSC4"", ""ZC3H4"", ""PELO"", ""EXOSC10"", ""SUPV3L1"", ""XRN1"", ""EXOSC9"")"
"4802","GOCC_NUCLEOSOME","0.788808664259928","0.904780950175694","0.0518457624865066","0.38978462844225","0.803711472889137","38","c(""KAT6B"", ""MORF4L2"", ""RUVBL1"", ""MORF4L1"", ""HP1BP3"", ""ACTR6"", ""MEAF6"", ""EP400"", ""YEATS4"", ""VPS72"")"
"4803","GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION","0.789976133651551","0.90482903595684","0.0649407684612899","-0.362462990858304","-0.833263358814283","61","c(""NUP155"", ""CALM3"", ""RANGRF"", ""CAV1"", ""FLNA"", ""CACNB2"", ""SLC8A1"")"
"4804","GOBP_CHOLESTEROL_EFFLUX","0.789022298456261","0.90482903595684","0.0494904866135495","0.374293392811979","0.822730888207977","55","c(""SPG11"", ""NFKBIA"", ""PLTP"", ""ABCA2"", ""APOE"", ""NR1H2"", ""SCARB1"", ""ABCA1"", ""ABCA5"", ""ZDHHC8"", ""CES1"", ""PPARG"", ""ABCA3"", ""EEPD1"")"
