"Gene","Coefficient_1227","P_Value_1227","Coefficient_9369","P_Value_9369"
"ADGRL2",0.0882241111883669,0.00221503126752054,-0.0562025156860743,0.00350561865703473
"NFAT5",0.0881209954938166,0.000347471674870321,-0.00360781138204158,0.826309841162737
"TPM4",0.0879431853953338,0.00471332547723808,-0.014670760345359,0.480022630686583
"MTREX",0.0875469508270678,0.00067427691615518,-0.00315492752625573,0.854349123922638
"SH3D19",0.087151874567333,0.000524431962149128,0.0152419913893277,0.363492127126961
"SLC4A7",0.0867660920505096,0.0029726012195695,0.0657090215413434,0.000753981893085736
"AKAP13",0.0866514797474319,0.00377526763221477,0.0600340959615074,0.00265197880747478
"SRSF4",0.0864205694328793,0.0014716931016379,0.0128238152335666,0.479555132301182
"PRKD3",0.0863668972965208,0.00125341801063137,0.00910030202402932,0.610508817892311
"EHBP1",0.0860903969652553,0.00118045393563373,0.0259738831984889,0.142622317060309
"POGZ",0.0857686439570767,0.00140175821968577,-0.0726213116750439,5.11914260102298e-05
"ARHGAP24",0.0857005267294662,0.0159661404108672,0.102150632432833,1.70651121488422e-05
"GALNT1",0.0856441251331618,0.000286942816397666,-0.00170695183621557,0.913749112652957
"PKP4",0.0856395524490738,0.0025031757441735,0.008492488906751,0.653348163775668
"DLC1",0.0856042833570333,0.0155166447644209,0.155624035680854,4.64906726667807e-11
"ARID1B",0.0855305350773608,0.00303229703639137,-0.0582190627717072,0.0025092972560246
"CLIP4",0.0853866214424751,6.84623107335629e-05,-0.0102325474884017,0.474613662559935
"NFIA",0.0852049395318823,0.000785569488032217,-0.107414705655744,2.38274446242299e-10
"CALD1",0.085099727257072,0.00735242057876763,-0.302565711581638,1.11049378735054e-45
"LIMS1",0.0849747333611781,0.00320563084707078,-0.2152137723197,8.06212735934034e-29
"SYT14",0.0847234295526425,0.000888651653592765,-0.0499688493716034,0.00332298509370037
"NTNG1",0.0845675090107633,0.0013693804723005,-0.0533738639497963,0.00247790578635582
"SUPT3H",0.0844688310977092,0.0069530814574858,-0.0157686045361482,0.45035193457439
"WARS",0.0844522677048529,0.000406191774844771,-0.136575893314079,1.24686060080328e-17
"AC118549.1",0.0842672031946146,0.00138466858646486,0.0237108049643089,0.177647040271222
"EIF4A2",0.0838330394633966,0.00346834922865205,0.0666272165903009,0.000503528376043868
"HERC4",0.0838320078768375,0.00125982239580095,0.00371253757113797,0.83056276543524
"RIMS2",0.0834209636810662,0.0061349428855287,-0.0685989789829415,0.000738462360767516
"GIGYF2",0.0832694160523815,0.00260311476322592,-0.0323142398583413,0.0800351802485756
"PKD2",0.0829367458715727,0.000100177147646898,-0.0243124699014211,0.0875104586365948
"USP34",0.0828886218038744,0.00245103937498594,0.0631883136194798,0.000543122131756226
"RBM39",0.082864643263258,0.00502709406088866,-0.053483122471206,0.00668960161089521
"PLXNA2",0.0828398285217318,0.00259553704645454,0.067510824755655,0.000236979227911521
"CEP85L",0.0827330032932585,0.000153563953830022,-0.0405252058297175,0.00547584245772069
"TCF12",0.0825042835484836,0.012038009626263,-0.243163340437379,2.34211154231667e-28
"TEAD1",0.0823695075207243,0.00399706103496156,0.124704887010704,7.03541380228665e-11
"GREB1L",0.0823032986487779,0.000177859030386646,0.00590461454662935,0.68697123681696
"PLEKHA5",0.0821462966092968,0.00550092424382407,0.0203365446505108,0.303202698882291
"MRPL3",0.0818753719181851,0.00431129849866045,0.0170303775026243,0.373745723246501
"HUWE1",0.0818090028566103,0.00182471240388864,0.0176481955763156,0.313688723534871
"ZNF609",0.081786994829611,0.00121519569253184,-0.130230283848744,1.31924042089061e-14
"RFX8",0.08176650129593,0.00394694444410815,-0.294347856335571,1.05427815042436e-53
"FRYL",0.0813332415411978,0.00189946938906323,-0.00591063378779092,0.735271131711195
"RTN4",0.0812668231759582,0.00435890541889034,0.0270087645710953,0.15577962890791
"RBBP6",0.0812545610023752,0.0001753509339433,0.00401168307125978,0.78133398778319
"MSN",0.0811550640867771,0.00891324178600507,-0.0401615885445075,0.0525366894565359
"R3HDM1",0.0811348235453411,0.002736179868655,-0.137383499801535,3.28978437315185e-14
"PPM1A",0.0810391522670452,1.8557652251536e-05,0.00499368366850889,0.692557641179102
"DICER1",0.0809518622544949,0.00186934150077757,-0.00329906509685935,0.849384568925655
"STAG2",0.080945676928899,0.00325027719527667,0.138746674794722,4.55667725713353e-14
"WDHD1",0.0808766628913887,0.000388390664671462,0.0511415206211086,0.000778613132709019
"MRPS28",0.0805473757602015,0.00468633285805791,-0.000867207373142298,0.96361951063712
"TMEM87A",0.0805247536807288,0.000554227299385255,-0.170337185989944,1.1104317943592e-27
"DYM",0.080457876751485,0.000244961213397,0.0250963263097466,0.0865397738610618
"TBC1D8",0.0803847972102662,0.000738395871439666,-0.0111596234968936,0.482685839134087
"ARHGAP21",0.0802620827353278,0.00109149144272418,0.0419002399385175,0.0106534867136246
"SDCCAG8",0.0801104676596101,0.00711903282986624,-0.151886461698867,2.3478313507201e-14
"MAN2A1",0.0800736626624992,0.000152017451808075,-0.0257289383106644,0.068226409037362
"METTL15",0.0799709448333085,0.00120816588877535,0.0315282627217321,0.0559033158554932
"FYN",0.0799053681220159,0.00039320632780282,-0.0671755103042016,8.11384834487017e-06
"NEAT1",0.0797971803268913,0.0224646393034572,-0.0294828883849326,0.206519028897013
"KHDRBS1",0.0794335682637753,0.00669528376097589,-0.0274175785837824,0.160891336880816
"CHCHD3",0.0791655562263519,0.00770189762780495,-0.179499438970036,1.73751734138364e-19
"SNHG3",0.0791467999166258,0.0133691603003068,0.219712614405639,1.14271419285375e-24
"ATXN2",0.0789073954113225,0.001811149466821,-0.00430091043075679,0.798916659333893
"NSMCE2",0.0784110157055537,0.00749672850964382,0.0258283581966545,0.187024077053711
"ARHGAP32",0.0784050031133488,0.000184013039707132,0.0310225029159803,0.0266204209137669
"NEGR1",0.0783842268728844,0.00850273345303048,-0.234606863979882,7.27071263261616e-32
"GATAD2B",0.0783216697732718,0.00302658290836013,-0.0726239262503186,3.84205445257726e-05
"SETX",0.0783189477715484,0.000192239336249292,-0.00493609957740345,0.724717177453885
"EFR3A",0.078291824535227,0.000839898578621614,-0.0119212002695547,0.4461730025961
"SCFD1",0.0782544219139236,0.000943768801261322,0.0173058454857963,0.273239412134095
"PPP2R3A",0.0778949399850377,0.000497729424881763,-0.00206304981678245,0.890100653083485
"VTI1A",0.0778479506675679,0.00322840948030828,-0.0844598131288807,1.72204298577258e-06
"HK1",0.0776720061309005,0.00169773741856783,0.0735667981740008,8.54783321835039e-06
"TPR",0.0773976710417528,0.00873838600329725,0.00596153939210419,0.762220821547039
"MAP4K3",0.0772778133528812,0.00673545529855118,0.0707968517851447,0.000201371284024215
"TRHDE",0.0771717118665992,0.0204124066457743,-0.047162039558559,0.0338028970754701
"DDX10",0.0770897458932398,0.00288977487680604,0.101699565181391,4.05625657979646e-09
"PICALM",0.0770614334506383,0.00425548487188264,-0.0144079868644153,0.423313481750672
"USP33",0.0770415998226748,0.000514315350414922,0.00483121988821442,0.744169091855083
"CCDC138",0.0769431776316612,0.00057346424537074,0.0100371866986361,0.500875962952915
"EXOC2",0.0769380518850806,0.00174498961075457,0.037709173838373,0.0215386233936445
"RBPJ",0.0769005112662594,0.00768547385068099,0.0518314295246764,0.00712594647117045
"PRTFDC1",0.0768578246138926,0.00011210470702511,-0.0146925590812144,0.268522649244288
"ASB1",0.0767741658664104,0.00153099990623027,-0.0496268896587225,0.00215571418148634
"IQCB1",0.0764433649538626,0.00112367542696302,0.0245046001267918,0.117715316088429
"ARIH1",0.0763690091342,0.0014336710005774,-0.128657840291696,9.7610904524865e-16
"PARP4",0.0762282002233835,0.00129163740090294,0.0299402249325353,0.0583068593253599
"TAX1BP1",0.0760833072704794,0.000896285184369647,0.000957834663727225,0.950048593898104
"AL035446.2",0.0760362764535477,0.00460831192560408,0.148899348440071,1.09568584575529e-16
"URI1",0.0759518908475407,0.00638233835748125,-0.00398172298366089,0.830384793001533
"TRMT11",0.0757589540410719,0.000899474576836659,-0.00286494134803967,0.850780177602846
"CLMN",0.0757243949346509,0.000104188231352629,0.00694975348066992,0.593562871165479
"CHD9",0.0756823001233598,0.00448132579500794,0.0587875541859628,0.000945452001183918
"BRD7",0.0755935553036591,0.00700362496270426,0.0148751230193491,0.426644431403171
"SNX27",0.0754942041199317,0.00158889594830977,-0.0314049581835182,0.0490733381919397
"AP3B1",0.0754605772269617,0.00169525988565942,0.00659353706210238,0.681125535384963
"ARHGAP5",0.07541878492002,0.00140418968409153,0.000760640027376997,0.961508905327145
"POLD3",0.0754120571138556,0.000283642705382921,0.0187384213681744,0.176577741270825
"MAP2K5",0.0753873481219552,7.5362088934613e-05,-0.0974984839467603,1.89132307908969e-14
"RUNX1",0.075264433243492,0.00703703708073656,-0.0356262068638026,0.0560133594704207
"VWA8",0.0752625083780696,0.00372740048666423,0.0168713409660659,0.330046947185915
"BICD1",0.0752411343724841,0.00100237438388868,-0.0111378192507332,0.465612546682775
"TFCP2",0.0752040730610257,6.38913449368733e-06,0.0256362310198002,0.0211472656961523
"CCND2",0.075107117725662,0.000458699530851086,-0.0607095579576068,2.224320475602e-05
"ANTXR2",0.074999301762445,0.0214324776473626,0.0075977380025031,0.727031383068734
"MSI2",0.0749417500270714,0.00114838895165158,-0.00136588515149284,0.929251333954457
"HDAC2",0.0748889070333888,0.00823946530396548,0.00932254023250339,0.622209856340143
"GLS",0.0747832849062163,0.00722524635616431,-0.0610326327735338,0.00102619742430815
"FNBP4",0.0747803444256138,0.000776960851649601,0.0189266587422689,0.202512558703153
"NET1",0.0746988321713658,0.0100515409277781,-0.0915556736218486,2.3240550726346e-06
"FHOD3",0.0746746274645018,0.000415207318261485,0.104611013718103,1.39036056973802e-13
"ASCC3",0.0746004711179312,0.0124520344687397,-0.0753666608949273,0.000156517003360326
"IGF2BP3",0.0745776310125141,0.0128864755050047,0.0629340797161834,0.00167299217653416
"CHST11",0.0743998773933832,0.00143817717284101,0.040107800757347,0.0100693891112113
"TUT4",0.0743330610196399,0.00744147248960519,0.00412103381166864,0.824088869436131
"NFIB",0.0743168825210402,0.00812989647622807,0.0798404879352102,2.07047683557135e-05
"CPLANE1",0.0741144350289231,0.000276028963398721,0.0240669141917651,0.0768308932082712
"HDAC9",0.0741074487716284,0.0223155571610237,0.00224287334044655,0.917491506887188
"KMT2C",0.0739741145469275,0.00048265954001714,-0.136009856007846,9.05442820432936e-22
"FMNL2",0.0739638477321879,0.00751205144607099,0.0205750207782276,0.265280189964914
"AFAP1",0.0739485101237795,0.00162736774053549,0.054827899563259,0.000467259643362977
