"Gene","Coefficient_1227","P_Value_1227","Coefficient_9369","P_Value_9369"
"FTL",0.078818605977888,0.00920095657146044,-0.61390886933056,1.11855635604848e-238
"RERE",0.0787567431140668,0.0391479056431398,-0.091923279464254,4.18518957052623e-05
"SLU7",0.0786167885547365,0.00541554993605762,-0.00558760814488304,0.736356564457941
"GMPS",0.078454636099463,0.0239024264747571,0.076264493215276,0.000186146136136542
"MARK3",0.0783916168521946,0.0117444254939454,-0.106874877879541,5.14539977374819e-09
"S100A16",0.0779143098368915,0.0222510441012777,-0.335567155018188,1.04600930928542e-61
"ARL6IP6",0.077814921893635,0.00115896233849606,-0.10911592170928,9.87986050958466e-15
"NT5C3A",0.0775088214066445,0.0134979364231051,-0.131006322740552,1.28144516269923e-12
"TPM1",0.077455941468367,0.0782602871300555,-0.873581991407663,1.37064639862337e-229
"BIRC6",0.0768595168027042,0.0278125339004352,0.0778246738614868,0.000149854231482905
"SLTM",0.0767298152505249,0.0240692293966044,-0.164616980346847,2.04082233328496e-16
"CIR1",0.0767152721372569,0.00610551756093591,-0.169628520251352,8.56602624985021e-25
"RAB34",0.0764471014079824,0.0125703010512524,-0.285769050390466,1.01933153066335e-55
"THUMPD3-AS1",0.0764427262655906,0.0062571332311976,0.0100570844689267,0.540120934699312
"SNX27",0.076358102744384,0.009320333958519,-0.081919548977426,2.07030771081368e-06
"RNF149",0.0758458491762112,0.00560718353804763,-0.00369923414799873,0.818012653328296
"MEF2A",0.0756888975918009,0.00574037959126936,0.0113543791526409,0.48033400044316
"CLMP",0.0756499409465077,0.0679857716693234,0.0887930876943844,0.000266390392858022
"PLOD3",0.075613125153049,0.00111015739287868,0.0331651161723969,0.0148551236846827
"SYNJ2",0.0755251383289694,0.02552796729124,0.00761898207316394,0.701208559478674
"AKT3",0.0750776567039966,0.0252106743612543,0.00709619910459456,0.718643612193553
"GPATCH2L",0.0749033252279376,0.00351969796873035,-0.14308120545957,3.09216126222451e-21
"SMYD3",0.0748300335977508,0.0826799275951719,0.0152686214451029,0.546530664861875
"TAF9",0.0746764210384941,0.021328591837827,-0.112321867699669,3.89539910088744e-09
"TMCC1",0.0745704430105356,0.00456613171879662,0.0515227311668222,0.000849582111469476
"PTPRM",0.0742396484268964,0.0549373048476536,0.0559485955592032,0.0137909172712178
"RPL23A",0.0740567750559951,0.00348132322178202,-0.535643558573025,5.33883404980361e-257
"CENPP",0.0738439601515242,0.0212915738374563,-0.07607313891841,5.40425882109189e-05
"ZNF609",0.0737852385177961,0.0143527815334193,-0.132656377963607,7.47964638597374e-14
"STMP1",0.0737056819575406,0.0110632093155798,-0.172631983907724,5.99897876991141e-24
"NEDD4L",0.0736960912092494,0.0536286325151959,0.122715492704264,4.61488027473093e-08
"MORF4L2",0.0735797363200485,0.0341349044709187,-0.107470369312022,1.41402045868267e-07
"SEPTIN7",0.073172381777022,0.049050003625451,-0.341622677022445,3.96421159971516e-54
"DHX36",0.0728293349289873,0.0400233463110856,-0.0550833099715267,0.00818822862856596
"NDUFAF3",0.0727902569409788,0.0343899715768382,0.155564700160319,1.58473008124915e-14
"PRKG1",0.072742891637,0.040287692448798,-0.135118294265216,9.43029551652551e-11
"SMCHD1",0.0726816243354435,0.0351358215028331,0.00232479560690127,0.908633851971273
"IGBP1",0.0726682551829703,0.0103431726336727,-0.0305966863374276,0.0659876056764778
"BTF3L4",0.0724689779026328,0.0267048774076746,0.065338310448016,0.000672250804069577
"NFE2L2",0.0724323583495112,0.0147482096203843,-0.117889361910842,1.51397071786623e-11
"TSC22D1",0.0722396726598731,0.0268901960675662,-0.071100887587345,0.000209344026596683
"MALAT1",0.072089187911261,0.190842723935461,0.120583470789864,0.000196352270395943
"TLK1",0.0717331697041208,0.0172848773458971,-0.0884912092799711,5.84346238085025e-07
"TENM3",0.0717191202401133,0.0563088957952256,-0.155321414772455,2.14597887669256e-12
"PPP2R5C",0.0717146943000777,0.020352276385211,-0.115555605160009,2.08119571170382e-10
"POLR2A",0.0715581617774163,0.0144046639822094,-0.00826156102029835,0.630410788403517
"GABPB1-AS1",0.0715518295260862,0.00792004021546752,-0.0373685013019802,0.0182013070010865
"GALNT10",0.071494014295152,0.0130070384708502,0.00919851666439763,0.586295396160551
"DCXR",0.0713333350321862,0.0342166986897491,-0.237828755543545,6.39301990203778e-33
"ADAM19",0.0712505480982737,0.01334800022619,0.121399020692562,7.79236104707208e-13
"ZNF721",0.0709994463567203,0.00354345522060854,0.0158678374293041,0.26697445140076
"NPLOC4",0.0707614197584684,0.0147265937689834,-0.0224700273065615,0.187176681411818
"CMTM6",0.0707586922886991,0.0171069324449925,-0.176322228771328,7.0361695033937e-24
"RBMS1",0.070643811487895,0.0352729138928142,-0.141733058207495,7.10018612834817e-13
"ARHGAP29",0.0705002128778617,0.0704583650622396,-0.0156241528640274,0.494806046419802
"CALD1",0.0699567724021413,0.0680134604418654,-0.221069594400365,1.3539766814634e-22
"ARIH1",0.0699476624781242,0.0135009619198698,-0.0968940104681979,5.89555099887038e-09
"EIF4B",0.069492032810296,0.0467920011216636,-0.0539249887991969,0.00862444050777582
"TWSG1",0.0694587701079813,0.00371154712771538,0.0107598856338342,0.44390584900111
"TBC1D8",0.069382978056363,0.0104729759243607,-0.0127325506094458,0.42368578171903
"GALNT14",0.069063122071621,0.0196391725892054,0.06274902334889,0.000308180157144354
"ZCCHC9",0.0689980571665888,0.0140438434952586,-0.100400279920628,1.2206571667633e-09
"TFG",0.0689557597697419,0.029804925532111,0.00477141667492767,0.797927259527252
"LARS",0.0687184429775692,0.0448882118789076,-0.0140200682302026,0.485892798155912
"TRIM33",0.0686975417452821,0.00893741037054481,0.0440684563916008,0.00429735332543913
"U2SURP",0.0686461166030216,0.0574736498409254,0.0843892232894676,7.05650086988121e-05
"ETV6",0.0686454529930543,0.0323872574609495,0.0655053359634166,0.000510213373427577
"RSRC1",0.0685884246693959,0.0488786730025944,0.0359510921430722,0.0787602870815069
"MMADHC",0.0683821638612473,0.0171561173024974,-0.254670020159583,1.06552689504008e-50
"PTPRK",0.0681533784410095,0.0356151647635762,-0.0140949580640902,0.459260943297228
"PKN2",0.0679784605001973,0.0266111007940242,0.0236593237630161,0.188816019004468
"APLP2",0.0677779085512658,0.0645948295909416,-0.0747309769677657,0.000523925601716362
"TXNDC5",0.0676465245560227,0.0324099813689577,-0.0929188889014789,5.75749179219569e-07
"PGRMC2",0.067129053782196,0.0122002043280081,-0.094476617622266,1.99142846651483e-09
"KIF14",0.0670379221598815,0.00470436595713369,0.00994765680553946,0.474983427619902
"CDC42BPB",0.0670331904958882,0.0117083424392557,-0.0551948176168631,0.000410488876092599
"HEBP2",0.0669082642730284,0.0365579751226834,0.0132108878274024,0.482067759169785
"PHC3",0.0667151135257,0.0110281540138197,0.0171325066560308,0.266286636993636
"IL1B",0.066689278605986,0.0200328080927569,-0.0527220494230669,0.00174771940511699
"NCL",0.0665222957887444,0.104535420883345,-0.0103324006983923,0.667676327624365
"SSB",0.066386033813504,0.06972654920284,-0.500026866761136,1.11282033278271e-114
"HLTF",0.0663326502533664,0.040858263896394,0.0935751100218082,9.20699522469107e-07
"HNRNPR",0.0663189800103701,0.0557554465238066,0.0293085017324555,0.149998773557437
"DNAJA1",0.0662245858160763,0.0686550409750367,-0.23403480877068,1.12048619599815e-27
"PTRH2",0.0662013571338497,0.0433082361147443,-0.213766043991402,2.0695755642354e-28
"ATP1B1",0.0661794407893244,0.0312957153089124,0.0586035650113481,0.00117087332999591
"NUMB",0.0659451988615797,0.0278036385741292,-0.090085214977186,3.17573355229157e-07
"MAP7D1",0.065941157206939,0.013815286488091,0.0575755378697103,0.000253073787242626
"GRPEL1",0.0657448730513304,0.0537906829581117,-0.0348325276511011,0.0818968672765263
"DDOST",0.0656552771916669,0.0408924139555336,0.0556905540852367,0.00315295329875167
"BCAR1",0.0656377317748401,0.00491202200028128,0.0149622947738937,0.274821151952125
"OST4",0.0655416571447736,0.0571821226122799,-0.024755478191071,0.221230429698426
"STAG2",0.0655293757043182,0.0627829996900628,0.0944018871873909,5.09419097551169e-06
"R3HDM1",0.0653628698960304,0.0352986946618986,-0.0166482592419173,0.361239352759849
"KRAS",0.0652970685362856,0.0924423172213018,0.111328736778385,1.05826959725919e-06
"PFDN2",0.0652638424557652,0.0519952527193127,0.0800774165791007,4.96091109529991e-05
"ELP2",0.0651017553338597,0.0159485729700293,-0.107552806326949,1.30422493972276e-11
"CDK11B",0.0650276727675568,0.0112431676336463,-0.18571636825724,1.6103676575092e-34
"TUSC2",0.0645459556148353,0.0170180261188304,6.89439193886458e-05,0.996536354676054
"SUPT3H",0.0644820897652243,0.0766184615305226,-0.0126932785829957,0.552815547154065
"RYK",0.0643690381303371,0.0355041704302997,0.0229686342660329,0.201392062050382
"METTL5",0.0642361295776771,0.0555685466917772,-0.150937796941516,2.14280686783227e-14
"POLR3G",0.06407412087128,0.0124563498266583,-0.159866208017228,4.13413488571309e-26
"COL6A3",0.0640665476048344,0.0482451472804808,0.31626470247084,1.4195934524216e-60
"MYO9A",0.0640536897298784,0.0151617489760295,-0.099337521316357,1.52055559995681e-10
"MICU2",0.0639983765148898,0.0140632454329984,-0.0390828508641893,0.0106693275665733
"PHGDH",0.0639608944758978,0.0554571916110167,0.00865852403471434,0.658829489859926
"ANKRD11",0.0639513647404769,0.0800702385294465,0.0810491977464585,0.000159885839486863
"AFF4",0.0638370172632705,0.0252417509272567,-0.0128474172353357,0.443120707002355
"DGKD",0.0637821545218933,0.0187700906300029,-0.00242830813312852,0.878889282578555
"MAP3K14",0.0636021778214206,0.0187476289634091,-0.0471242240995536,0.00302773182754056
"PRKAG2",0.0632448902895772,0.0139149656432053,-0.206955560637555,3.95718405404028e-42
"PCNX1",0.0631681205664077,0.0494279557247083,0.0997271904894071,1.31620476250172e-07
"LAMB3",0.0630861157652682,0.102170740729359,0.0145638932462325,0.520537832562809
"MRPL58",0.0629742191324277,0.0371050644976248,-0.11136129651754,3.66819112801337e-10
"PPA2",0.0626665180963762,0.0491420277063717,-0.0600591435448145,0.00132936679258398
"PPP3CA",0.0626381930490489,0.0773058629236717,0.051796820892676,0.0128843919554107
"RRBP1",0.062592305761837,0.0542924288185384,0.062948344137471,0.000986050136225362
"SREK1",0.0625441223363166,0.0566195268049463,0.00838911056805266,0.663260217354415
"GLIS3",0.0624853213852309,0.058882564262939,-0.123104650236052,2.49511192261231e-10
"ARFIP1",0.0624680104367961,0.00851836763368372,0.0126397793642841,0.364617190087135
"CTSC",0.0624422746728689,0.0760658413202408,0.010886107009802,0.598428610504516
"UHRF2",0.0624238916740682,0.0200422887112229,-0.0283653401193721,0.0719478776908367
"TPM4",0.0624113373297944,0.0972540806821737,0.258070660198191,3.61843463577898e-31
"YEATS4",0.0623031718264511,0.0141554699489187,-0.000755651084759031,0.959583359765438
"COX7C",0.0620219319667752,0.0479545678289528,-0.5149561606562,7.62444818987799e-162
"THRAP3",0.0615904342612793,0.0755278745550738,-0.0178875869138433,0.379427219340565
"POLR3C",0.0614519756970054,0.0376805926553952,-0.0775039752361652,8.18925772097546e-06
"UBE2E3",0.0613974131721619,0.0758337812061041,-0.103252171126622,3.79689057317468e-07
"CSNK1G1",0.0613683289622106,0.0109900085622401,-0.128620189833794,1.47666804678516e-19
"ZNF148",0.0613337312571562,0.0711698681104449,0.0968727141139826,1.24443676629897e-06
"EMP1",0.0612211484737093,0.104637952833655,0.102693120416572,3.63586385206288e-06
"CTTN",0.0612179566558349,0.0768688666123257,0.153445135210072,4.93773818588469e-14
"PTPRJ",0.0611745291318663,0.0113695389677486,0.0587105305243374,3.56040955159951e-05
"MRFAP1",0.0610780984061841,0.0847235951393699,0.0165533074745081,0.426266406251341
"DSG2",0.060858179882025,0.0169899427352302,-0.126223641894138,4.22441871420724e-17
"AL035446.2",0.0607688370383212,0.0392564518866685,-0.0419221933381412,0.0154646116019701
"MSH6",0.0604669334523943,0.100450836589593,0.0271710748417025,0.208794778298256
"TOR3A",0.0604575621783442,0.00135782500036975,0.012722317521201,0.250867318247989
"KIF4A",0.0604044066465792,0.0545109662006171,0.070314544288608,0.000139387621077996
"MYO1E",0.0604014291487039,0.042660932226812,-0.0575689418871494,0.00100684363033269
"DYNC1H1",0.0603705792467967,0.119359285905227,-0.180658466651945,2.45732482118153e-15
"GNA13",0.0603300061783304,0.00418046724822236,-0.0628958943043088,3.76355608177552e-07
"RAB7A",0.0602684399848609,0.0832610936245997,0.00237629341408985,0.90741773463238
"PPA1",0.0600274323996659,0.0789731210755408,-0.00417851924130442,0.835044825854287
"TOP2A",0.0599535813836062,0.250100899868219,-0.149601823516253,1.05086223530852e-06
"SIPA1L3",0.0598471014761042,0.0461475163254235,0.0670915160986896,0.000142059112626433
"SEC61B",0.0598387976499767,0.0692723371646452,-0.35424578489536,6.0428957013819e-73
"GPBP1",0.0598223524107683,0.0352372001043408,0.000870748183649931,0.958373595008768
"PRKAA1",0.0597825866258461,0.0265822279783772,0.0709227285845827,7.58173096472547e-06
"PPIB",0.0597464534944451,0.066073894621746,-0.508290900271978,9.96162619214862e-148
"KPNB1",0.059671804817677,0.0699082842757935,-0.265177467904155,3.47716828099466e-42
"ZNF787",0.0596521413511687,0.00790847320674575,-0.0352840348654262,0.0074752730045728
"ZC3H15",0.0595988775104984,0.0923239767524143,-0.321700484690852,5.57132403373203e-53
"FRMD6",0.0595773436670894,0.126369196496289,-0.000420465805302704,0.985343471744561
"EFTUD2",0.0594829475509365,0.0571451888075965,-0.143285551866715,7.06338760400352e-15
"TRPC1",0.0594231474360295,0.00232843434111367,-0.010726938591782,0.349173269520233
"AOPEP",0.059419612615983,0.0377684210066932,-0.0924216277228825,3.89223090237155e-08
"SECISBP2",0.0594156112856484,0.0421718738153753,-0.0571801146130752,0.000873369885364618
"NUCB1",0.0593982977089886,0.0205373126995793,0.0375463305264443,0.0126664057142318
"PARP1",0.0592488827988724,0.102620607940797,0.0230909499619259,0.278707916051692
"STRN3",0.0592183650586084,0.0337419503145279,0.0320129333098653,0.0506628864676587
"NCEH1",0.0591957055844395,0.0440571677361077,0.0780129355280749,6.32561654582615e-06
"BICD1",0.0591614965645197,0.0290129121865231,0.0404711857652515,0.0109939953021261
"PDGFC",0.0589123731227589,0.0619592229812777,0.132275489748041,1.06417219528584e-12
"UBASH3B",0.0587363991275698,0.203669800517966,0.129294068546138,1.9338298534121e-06
"EPRS",0.0586939290492196,0.0920317209296004,-0.00152412717494572,0.940612338452925
"RO60",0.0586756450378926,0.0287701669765555,-0.02048872434276,0.193519455195654
"COX17",0.0586593018211357,0.0848038323389406,0.0400191712178681,0.045290862379082
"FHOD3",0.0586538461274726,0.0391251053877845,-0.0132145817835806,0.428674044871626
"GARS",0.0585917627135345,0.105174251925364,-0.17466695480138,2.36335580254298e-16
"DUT",0.0585443777828467,0.0980382647879463,-0.293040434153408,1.87921767391714e-44
"DDX27",0.0585406959700124,0.0763014332530379,-0.0668654627153161,0.000568828943066303
"OLA1",0.0585357898407781,0.101152429302835,-0.177651086177084,2.99499503210008e-17
"INTS6",0.0584813784055248,0.0177789874034294,-0.0546431631129204,0.000163589856924923
"PSAT1",0.058348261341398,0.101847024011408,-0.0122378880841988,0.559023055681933
"SMARCAD1",0.05829797245908,0.0271039732787466,0.000402702955040397,0.979258370835229
"BTF3",0.0582868232048035,0.0236415014792075,0.044999026581701,0.00293770979675545
"TIE1",0.0582180031346485,0.0696960591063454,0.0455942057199209,0.0155835635773502
"TAF15",0.0582031639142969,0.0609393100406761,-0.278109080985678,1.54503872965624e-51
"EPB41L2",0.05802358380941,0.0855310395598293,-0.0661556627209995,0.000847226119524761
"FANCA",0.0579790729606296,0.0123214106568943,0.0528490165101791,0.00010317270027114
"CAPN2",0.057946584630472,0.0989536959611498,0.201407049324969,2.31194177879468e-22
"LMAN1",0.0579155474115646,0.0992668329520617,-0.114491968540472,2.98863170097152e-08
"KAT6A",0.0578812156205082,0.0256545165222979,0.024110627032387,0.113464089505356
"TM4SF1",0.0578783071550643,0.165873557687593,0.0887052340118131,0.00030139187984843
"H2AFY",0.0578535270786641,0.0849204003298945,0.123646466791678,3.85118636820259e-10
"KMT2C",0.0577472263347734,0.0203414081932309,-0.130758307733054,4.79684938704895e-19
"RABEP1",0.0576899486059663,0.0859814520955315,-0.0479862004596777,0.0150384875987101
"TUBGCP3",0.0574995315674612,0.0228665313928742,-0.0118960266076121,0.422672049725618
"TOP1",0.0574915414076441,0.119456463897166,0.14084002701025,8.93216738277426e-11
"VKORC1L1",0.0574073719081098,0.0741954796178703,0.0411379902710248,0.0293828069472931
"YEATS2",0.057403324046278,0.0396775903501085,0.0482856379605235,0.00322218480237105
"LYRM4",0.0572262021833407,0.0461925889244028,-0.0528791622282942,0.00171321867700271
"UGCG",0.0572121919658508,0.0774258921961015,-0.068563722233998,0.000316124192412575
"OSBPL10",0.0571864757075314,0.0432004373145885,-0.172394306745214,4.99486600183211e-25
"PTPN2",0.0571321867871114,0.0627236148065142,-0.131782423215419,3.00029261118975e-13
"IER3",0.0568981329823717,0.241752089475348,-0.29317911792239,1.51540988430863e-24
"DNAJB6",0.0568914561105981,0.0686639527324987,-0.289441229893235,5.93724919668562e-55
"RAC3",0.0566998131386623,0.0373339153133298,-0.236013690537013,1.87378687135777e-48
"SP3",0.0566818643986228,0.0554166907281172,-0.108958902994966,3.83621794697451e-10
"AC118549.1",0.0566450904636408,0.0729907168219286,0.0124124428876191,0.503487149735702
"CEP152",0.0565082039393001,0.0271799696239303,-0.145801976218168,4.105528913966e-22
"CD81",0.0562360236168744,0.093235968996814,0.11168692846695,1.4337475569887e-08
"PTPN14",0.0561428605831305,0.114685154962362,0.052911790534766,0.0113748389914383
"CD46",0.056137918386593,0.0515120943856272,-0.0450804697488942,0.00776661538350102
"ALG14",0.0559899553258429,0.00308867458344601,0.0128909263164103,0.245942102645937
"IGF2BP2",0.0559726044977956,0.174445315032062,0.263488023879581,2.40868884099475e-27
"DDX21",0.0559550807596954,0.118328516308678,-0.238158634941632,2.0708570368162e-29
"KPNA1",0.0559490991944098,0.0563326246576094,0.0837201682658485,1.18347905413306e-06
"RREB1",0.0558585446223068,0.0149284321942696,0.00979815512782284,0.467128909664389
"SSBP1",0.0558206048483823,0.106634339585721,-0.578563121976428,2.09532141963085e-167
"SMAD3",0.0558041498077652,0.105855610763905,-0.142124243687186,2.57887407230063e-12
"SSH2",0.0554862820871179,0.0371765422907686,-0.113301938421566,4.80747090929348e-13
"LARP7",0.0554825925163997,0.068780636825983,0.073299360005687,4.28759644841664e-05
"CCNK",0.0554361756170908,0.0502509000856332,-0.121072903510553,3.71323796335192e-13
"SELENOM",0.0554292327629554,0.0411455298649429,0.0218749725333799,0.16996442513241
"CMTM7",0.0553698185306862,0.093775682808989,-0.130109285641057,2.18377160197759e-11
"ALG8",0.0552636303688379,0.0383334587681859,0.0353188076203441,0.0242055304688023
"KLHL18",0.0552161220183135,0.00761326781232238,-0.0502800485162265,3.53225958025805e-05
"SND1",0.0551813789232059,0.123329465083501,0.0940807674995617,7.82016003399089e-06
"RTKN2",0.0551354569565413,0.0121425478795389,0.0564843445762423,1.22870006428314e-05
"NAV3",0.0550772808805299,0.123832106364931,-0.0833278538221416,7.43146092164102e-05
"BICD2",0.0550632212457224,0.0139733169692584,-0.0783609308173294,2.70477006662212e-09
"RTL8C",0.0550629025510062,0.0329170953958036,0.0938182228996375,6.42521223485315e-10
