"BE2_ranks","gene"
0.112043239601325,"ZNF292"
0.1120289088752,"INTS6"
0.112026462783145,"ARMCX5-GPRASP2"
0.111801376665071,"PTBP2"
0.111597373887492,"AC111006.1"
0.111395203054642,"IGF2"
0.111375508194313,"FNTA"
0.111077986343296,"MARCH6"
0.110990225914818,"KAT14"
0.110809310751127,"SLC33A1"
0.110771335735226,"NSUN2"
0.110671709826175,"Z99289.1"
0.110482920366098,"DPYSL3"
0.110420114821355,"LINC00472"
0.110354330127828,"ARIH1"
0.110226470400151,"CACNA2D4"
0.110214678383153,"NMT1"
0.110137478576819,"ANKEF1"
0.110041988521082,"AC112715.1"
0.109840434973748,"SENP5"
0.109732150080611,"BATF3"
0.109718319174039,"DIPK1B"
0.109606672572185,"PDE5A"
0.109555811319472,"FRMD4B"
0.109377649653135,"DPYSL2"
0.109354548300341,"AC024075.2"
0.109254288741701,"AC018521.4"
0.108995217567572,"PHF8"
0.108962143150925,"AC093110.1"
0.108927169423938,"AL391834.1"
0.108878278720083,"EFHD1"
0.108770637934414,"USP34"
0.1087562923703,"SLC12A7"
0.108627131879758,"LINC02813"
0.108576879538711,"G6PD"
0.108540067199955,"FBXO9"
0.108367117693107,"COLEC12"
0.108173649436255,"RC3H1"
0.108077169262039,"AC082651.1"
0.107952669523712,"AC007285.1"
0.107756635151863,"DZIP3"
0.107579854585189,"MAP3K14"
0.107543563205441,"RSRC1"
0.107539558546839,"ORC3"
0.107520988959696,"LINC01010"
0.107495398815252,"AL133153.2"
0.10748827203273,"XG"
0.107482570606713,"CRYGS"
0.107405166455884,"IL7R"
0.107322070836756,"SLC39A11"
0.107220345622072,"NDUFAF3"
0.107189659845055,"AP001893.1"
0.10718694514728,"PKD1L1"
0.106323755768623,"LINC01655"
0.106027726600498,"ANXA8"
0.105777891259897,"SEMA6A-AS1"
0.105744169930006,"PDE11A"
0.105702614048782,"CLDN10"
0.105680234683926,"ARL15"
0.105481409272013,"RYK"
0.105405113501527,"AC004828.1"
0.105298131940443,"AL034346.1"
0.105283601859526,"HDAC11-AS1"
0.10526598732824,"AC006460.2"
0.105169012762649,"DCTN4"
0.105168638489968,"EGFL8"
0.105096809659483,"PIK3C3"
0.104955609240058,"ARMC9"
0.104949310756856,"SULT4A1"
0.104856821832458,"SMS"
0.104756310555054,"CYTH4"
0.104741294147486,"LIMCH1"
0.104707514356231,"HP1BP3"
0.104622944367863,"MALSU1"
0.104590078657035,"SUMO4"
0.104583620551796,"C17orf75"
0.104334476387537,"RYR2"
0.104181442605748,"AL162253.2"
0.104118372917166,"AC087164.1"
0.104039081992799,"AC004160.1"
0.104027345917022,"LINC01431"
0.103949253939905,"AC090644.1"
0.103922743654201,"FNDC3B"
0.103892803749654,"KIF3A"
0.103828986778765,"AL133480.1"
0.103784821991398,"SHROOM4"
0.103561961873702,"AC017002.6"
0.103551012055331,"AL161668.3"
0.103534550844447,"CUL1"
0.103453800440485,"TTN"
0.103430571485512,"NUP93"
0.103351715081877,"TERF2IP"
0.10330900459885,"PLEKHG4B"
0.103214503106037,"AC073115.2"
0.103192736092755,"UCHL3"
0.103101535047473,"FAM151B"
0.103054389550892,"VKORC1L1"
0.10304227606849,"ST8SIA4"
0.102954672351466,"ZSCAN32"
0.102900550461724,"CHD1"
0.102832280687123,"ANP32B"
0.102776769723333,"SLC19A2"
0.102645901808948,"PTPRZ1"
0.10255644204262,"AGAP1"
0.102551836404045,"GFRA1"
0.102521523739564,"LINC01962"
0.102466028389422,"BRWD1-AS1"
0.102349167400165,"WDR55"
