"gene","BE1_ranks","BE2_ranks"
"ABHD15-AS1",0.00874330782768144,0.0166326710000126
"ABHD16A",-0.00108241738173651,-0.000296933898180387
"ABHD16B",-0.00902531104888496,0.0215763263086338
"ABHD17A",0.0118824319307404,-0.0373892140717457
"ABHD17B",0.00275075421003463,0.0120735461504707
"ABHD17C",0.0138305699827245,0.0245432196047344
"ABHD18",0.0465033827730009,0.0269791540148297
"ABHD2",0.0280786468046529,0.0149309959884924
"ABHD3",0.0379420568208229,-0.00306097173386826
"ABHD4",-0.024926034961131,0.0119096550433312
"ABHD5",0.00158075427518246,0.00823289628022903
"ABHD6",0.0172314011177984,-0.00541518015675227
"ABHD8",-0.0095614500987024,0.0135064448329968
"ABI1",0.0190736372757828,-0.00802167715020675
"ABI2",0.027690874492653,0.027458111974279
"ABI3",-0.00940645391167525,0.00321455412257103
"ABI3BP",-0.0300671200463904,0.00550465769143808
"ABITRAM",0.00773712423158912,-0.00179143910214197
"ABL1",0.0414329761481919,0.0203844953810164
"ABL2",0.0217079583305342,0.00145160301758401
"ABLIM1",0.0151170737852168,0.0279203474768737
"ABLIM2",-0.00893228367802327,-0.00973030456467532
"ABLIM3",0.0107602747151722,0.0374684969921273
"ABO",0.00892518142018024,0.00883194710354688
"ABR",0.0223558329385863,-0.00801740433853166
"ABRA",0.00167031034688754,0.00237726367965047
"ABRACL",-0.0317241819564522,0.00217681009954296
"ABRAXAS1",0.0217779203751095,-0.0181483982330495
"ABRAXAS2",0.00600682800715523,-0.0206071106759153
"ABT1",-0.00866790377904939,-0.0319498423189054
"ABTB1",0.0153008902337873,-0.0021990731824993
"ABTB2",0.0155432452855821,0.0193219636306856
"AC000032.1",0.00954348301277518,0.00170926398468385
"AC000058.1",-0.0116710266420082,-0.00196975874909316
"AC000065.1",0.0444172159424551,0.0104167855116916
"AC000065.2",0.0124020012510179,0.00104376978219455
"AC000068.1",-0.0138414873538298,-0.00957952479632648
"AC000068.2",-0.00417858609479405,0.00931703580865833
"AC000068.3",-0.00850206929243715,0.00253958383642558
"AC000072.1",-0.00476282578341741,-0.014431890220969
"AC000085.1",-0.00755758704481542,0.004111223632843
"AC000099.1",0.010996526375821,-0.00562099445067628
"AC000113.1",0.0224428040541178,0.0168444445700123
