"BE1_ranks","gene","genetype","ranks"
0.0970749130810534,"VCAN-AS1","Nuclear",20436
0.0970380598941153,"PLCG2","Nuclear",20435
0.097016760969462,"TMEM160","Nuclear",20434
0.0970081881140636,"SP140L","Nuclear",20433
0.0969921622042061,"IQCA1","Nuclear",20432
0.0969739165336183,"AC073896.2","Nuclear",20431
0.0969625218566361,"DDX21","Nuclear",20430
0.0968198623761467,"AC000099.1","Nuclear",20429
0.0968077285675257,"PRDM1","Nuclear",20428
0.0967771313334409,"PAG1","Nuclear",20427
0.0966657816177762,"CRIP2","Nuclear",20426
0.0966654346330071,"TADA1","Nuclear",20425
0.0965857817034005,"TMEM209","Nuclear",20424
0.0965796359276953,"UNC5B","Nuclear",20423
0.0965426092059166,"STARD5","Nuclear",20422
0.096530516128252,"KDM5A","Nuclear",20421
0.0964093273761435,"ZNF638","Nuclear",20420
0.0963474891298183,"VGLL3","Nuclear",20419
0.0962631443846984,"AC092611.1","Nuclear",20418
0.0960648659477029,"USP27X-AS1","Nuclear",20417
0.0960519422368158,"JMJD8","Nuclear",20416
0.0960228923973094,"Z93020.1","Nuclear",20415
0.0959128209891665,"LYPLA1","Nuclear",20414
0.0958428361600292,"FP700111.1","Nuclear",20413
0.0957582064704623,"HSP90B1","Nuclear",20412
0.095530240186965,"CHST7","Nuclear",20411
0.0954830341305751,"WASF3-AS1","Nuclear",20410
0.095474423186908,"NEUROG2","Nuclear",20409
0.0954257704470412,"AC092142.1","Nuclear",20408
0.0954214926791399,"PTBP2","Nuclear",20407
0.0953877669634757,"WWC2","Nuclear",20406
0.0953314301303956,"MTRR","Nuclear",20405
0.0953169655278702,"AC092745.5","Nuclear",20404
0.095173010987963,"AL122035.1","Nuclear",20403
0.0951543843103645,"AL606834.2","Nuclear",20402
0.095124149883077,"SMARCD1","Nuclear",20401
0.095082942486433,"ZNF335","Nuclear",20400
0.0949871387550898,"MECP2","Nuclear",20399
0.0948944019219983,"PIK3C3","Nuclear",20398
0.0948841899618923,"CDKL5","Nuclear",20397
0.0948252899076047,"ZNF644","Nuclear",20396
0.0947705149653692,"DCDC2B","Nuclear",20395
0.094703655937305,"AP001636.3","Nuclear",20394
0.0946830435826758,"ATP1B2","Nuclear",20393
0.0945817188810579,"SNRPA1","Nuclear",20392
0.0945088019472723,"ZNF45","Nuclear",20391
0.0944755945602072,"AL391121.1","Nuclear",20390
0.0944738408732444,"ZNF33B","Nuclear",20389
0.0943760072089651,"ABRA","Nuclear",20388
0.0943471143074031,"TFCP2","Nuclear",20387
0.0942372638223445,"ADH5","Nuclear",20386
0.0940370753819859,"RELCH","Nuclear",20385
0.0939935852980414,"PSMA3","Nuclear",20384
0.0939909558182577,"AC012636.1","Nuclear",20383
0.0939783872391937,"LCTL","Nuclear",20382
0.0939685997973148,"LY6K","Nuclear",20381
0.0938195741970938,"SHFL","Nuclear",20380
0.0937929527190065,"DOCK4","Nuclear",20379
0.0937000785582371,"DUSP4","Nuclear",20378
0.0936956803147428,"NOVA2","Nuclear",20377
0.093694992074986,"CCNO","Nuclear",20376
0.0936000877636347,"TRA2A","Nuclear",20375
0.0935003739416436,"CCNYL1","Nuclear",20374
0.0933334428909177,"LINC02389","Nuclear",20373
0.0933210712927915,"DOCK6","Nuclear",20372
0.0933039784315403,"HMG20B","Nuclear",20371
0.0932590379028154,"RTN3","Nuclear",20370
0.0932150069777042,"FNDC10","Nuclear",20369
0.093094251736269,"AC073641.1","Nuclear",20368
0.0930665199500706,"IL10RA","Nuclear",20367
0.0929315692790661,"FILIP1L","Nuclear",20366
0.0928795154709311,"SCFD1","Nuclear",20365
0.0928668303460773,"SLC25A5-AS1","Nuclear",20364
0.0928494704422654,"AL135978.2","Nuclear",20363
0.0927104308884239,"UBR5","Nuclear",20362
0.0926224055558396,"AL606534.1","Nuclear",20361
0.0925352219616863,"RAB43","Nuclear",20360
0.0925164874491942,"ELMO3","Nuclear",20359
0.0924941904353466,"PMFBP1","Nuclear",20358
0.0923540241349102,"ITGB1","Nuclear",20357
0.0923503343707001,"RASSF3","Nuclear",20356
0.0923460255853721,"GMNN","Nuclear",20355
0.0923424508244961,"ICOSLG","Nuclear",20354
0.092319543181388,"GIMAP6","Nuclear",20353
0.0922697431869074,"FOXD3-AS1","Nuclear",20352
0.0921149377933231,"HNRNPH3","Nuclear",20351
0.0920324288195642,"LINC01632","Nuclear",20350
0.0919842134124051,"AC009021.1","Nuclear",20349
0.0919731543439099,"TFAP2A","Nuclear",20348
0.0919635196447812,"DCC","Nuclear",20347
0.0919333099567565,"PTPRJ","Nuclear",20346
0.0919047731724027,"ATF6B","Nuclear",20345
0.0918861363855937,"SNPH","Nuclear",20344
0.0918830451045261,"PSMD3","Nuclear",20343
0.0918494514910879,"GLTP","Nuclear",20342
0.0917968086492264,"PLAAT1","Nuclear",20341
0.0917192160126507,"MSTO1","Nuclear",20340
0.0917158133339472,"AL590705.2","Nuclear",20339
0.0916832099518938,"RBMS1","Nuclear",20338
0.0916672047664836,"TOPORS","Nuclear",20337
0.0915849240840436,"GTF2I","Nuclear",20336
0.0915770223064684,"AC093019.2","Nuclear",20335
0.0915627274962527,"SF3B2","Nuclear",20334
0.0913636600697923,"AC009365.4","Nuclear",20333
0.0913246800896897,"GNAI2","Nuclear",20332
0.0911997775783909,"ANKRD1","Nuclear",20331
0.0911817113072198,"ANXA7","Nuclear",20330
0.091153315887672,"AC008735.2","Nuclear",20329
0.0911163078169119,"AC104041.1","Nuclear",20328
0.0911069073737648,"WIPF3","Nuclear",20327
0.0910612555208874,"AL732314.6","Nuclear",20326
0.0910320779250617,"PAFAH1B1","Nuclear",20325
0.0909453846418194,"THOC1","Nuclear",20324
0.0909041943485717,"USP6NL","Nuclear",20323
0.0908533005865117,"SPIDR","Nuclear",20322
0.0908197581564918,"ASCC3","Nuclear",20321
0.0908076718284987,"CDC123","Nuclear",20320
0.0907810933929334,"LRRC37A2","Nuclear",20319
