"BE1_ranks","gene","z","genetype","ranks_sort"
0.0861886178640386,"MARF1",0.0864029909037534,"Nuclear",4078
0.0861842890816814,"PFAS",0.0863986297261118,"Nuclear",4077
0.0861676333331008,"INF2",0.0863818493615718,"Nuclear",4076
0.0861460695361809,"THSD4",0.0863601242994487,"Nuclear",4075
0.0861374961864803,"FIGNL1",0.0863514868564074,"Nuclear",4074
0.0861264910084467,"AP1M2",0.0863403994238122,"Nuclear",4073
0.0861015753717528,"TMBIM4",0.0863152976416708,"Nuclear",4072
0.0860682012834813,"SERPINH1",0.0862816743846184,"Nuclear",4071
0.0860542787533213,"SHKBP1",0.0862676479672787,"Nuclear",4070
0.086040538110022,"SNHG19",0.0862538048272036,"Nuclear",4069
0.0860355670041832,"UBE2B",0.086248796648086,"Nuclear",4068
0.0860112979912262,"GID8",0.086224346704791,"Nuclear",4067
0.0860073773867364,"BASP1",0.0862203968810608,"Nuclear",4066
0.0859971021996811,"PAX2",0.0862100451284551,"Nuclear",4065
0.0859868643193141,"SFXN4",0.0861997309788589,"Nuclear",4064
0.0859850188860973,"SERINC2",0.0861978717996479,"Nuclear",4063
0.0859640709437468,"CCDC91",0.086176767864981,"Nuclear",4062
0.0859492061706898,"AL023803.2",0.0861617924453813,"Nuclear",4061
0.0859457954284287,"CEP85",0.0861583563205593,"Nuclear",4060
0.0859269807769707,"CNOT11",0.0861394016879485,"Nuclear",4059
0.0859022741588381,"MRPL16",0.086114511346157,"Nuclear",4058
0.0858903732443649,"PEX11A",0.0861025219719415,"Nuclear",4057
0.0858867740438206,"TMEM9",0.0860988960233288,"Nuclear",4056
0.0858753385116694,"DAGLB",0.0860873755210699,"Nuclear",4055
0.0858684369217002,"RAP1GDS1",0.0860804226608407,"Nuclear",4054
0.0858616084649732,"IGSF3",0.0860735434853137,"Nuclear",4053
